pokedex_number,name,generation,status,species,is_hisuian,is_galarian,is_alolan,is_mega,is_partner,has_form_difference,is_forme_change,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
461,Weavile,4,Normal,Sharp Claw Pokémon,0,0,0,0,0,0,0,2,Dark,Ice,1.1,34,2,Pressure,,Pickpocket,510,70,120,65,45,85,125,45,35,179,Medium Slow,1,Field,,50,20,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,2
462,Magnezone,4,Normal,Magnet Area Pokémon,0,0,0,0,0,0,0,2,Electric,Steel,1.2,180,3,Magnet Pull,Sturdy,Analytic,535,70,70,115,130,90,60,30,70,241,Medium Fast,1,Mineral,,,20,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
463,Lickilicky,4,Normal,Licking Pokémon,0,0,0,0,0,0,0,1,Normal,,1.7,140,3,Own Tempo,Oblivious,Cloud Nine,515,110,85,95,80,95,50,30,70,180,Medium Fast,1,Monster,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
464,Rhyperior,4,Normal,Drill Pokémon,0,0,0,0,0,0,0,2,Ground,Rock,2.4,282.8,3,Lightning Rod,Solid Rock,Reckless,535,115,140,130,55,55,40,30,70,241,Slow,2,Field,Monster,50,20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
465,Tangrowth,4,Normal,Vine Pokémon,0,0,0,0,0,0,0,1,Grass,,2,128.6,3,Chlorophyll,Leaf Guard,Regenerator,535,100,100,125,110,50,50,30,70,187,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
466,Electivire,4,Normal,Thunderbolt Pokémon,0,0,0,0,0,0,0,1,Electric,,1.8,138.6,2,Motor Drive,,Vital Spirit,540,75,123,67,95,85,95,30,70,243,Medium Fast,1,Human-Like,,75,25,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
467,Magmortar,4,Normal,Blast Pokémon,0,0,0,0,0,0,0,1,Fire,,1.6,68,2,Flame Body,,Vital Spirit,540,75,95,67,125,95,83,30,70,243,Medium Fast,1,Human-Like,,75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
468,Togekiss,4,Normal,Jubilee Pokémon,0,0,0,0,0,0,0,2,Fairy,Flying,1.5,38,3,Hustle,Serene Grace,Super Luck,545,85,50,95,120,115,80,30,70,245,Fast,2,Fairy,Flying,87.5,10,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
469,Yanmega,4,Normal,Ogre Darner Pokémon,0,0,0,0,0,0,0,2,Bug,Flying,1.9,51.5,3,Speed Boost,Tinted Lens,Frisk,515,86,76,86,116,56,95,30,70,180,Medium Fast,1,Bug,,50,20,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
470,Leafeon,4,Normal,Verdant Pokémon,0,0,0,0,0,0,0,1,Grass,,1,25.5,2,Leaf Guard,,Chlorophyll,525,65,110,130,60,65,95,45,35,184,Medium Fast,1,Field,,87.5,35,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
471,Glaceon,4,Normal,Fresh Snow Pokémon,0,0,0,0,0,0,0,1,Ice,,0.8,25.9,2,Snow Cloak,,Ice Body,525,65,60,110,130,95,65,45,35,184,Medium Fast,1,Field,,87.5,35,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
472,Gliscor,4,Normal,Fang Scorp Pokémon,0,0,0,0,0,0,0,2,Ground,Flying,2,42.5,3,Hyper Cutter,Sand Veil,Poison Heal,510,75,95,125,45,75,95,30,70,179,Medium Slow,1,Bug,,50,20,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
473,Mamoswine,4,Normal,Twin Tusk Pokémon,0,0,0,0,0,0,0,2,Ice,Ground,2.5,291,3,Oblivious,Snow Cloak,Thick Fat,530,110,130,80,70,60,80,50,70,239,Slow,1,Field,,50,20,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
474,Porygon-Z,4,Normal,Virtual Pokémon,0,0,0,0,0,0,0,1,Normal,,0.9,34,3,Adaptability,Download,Analytic,535,85,80,70,135,75,90,30,70,241,Medium Fast,1,Mineral,,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
475,Gallade,4,Normal,Blade Pokémon,0,0,0,0,0,0,0,2,Psychic,Fighting,1.6,52,2,Steadfast,,Justified,518,68,125,65,65,115,80,45,35,233,Slow,2,Amorphous,Human-Like,100,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
475,Mega Gallade,4,Normal,Blade Pokémon,0,0,0,1,0,0,0,2,Psychic,Fighting,1.6,56.4,1,Inner Focus,,,618,68,165,95,65,115,110,45,35,278,Slow,1,Amorphous,,100,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
476,Probopass,4,Normal,Compass Pokémon,0,0,0,0,0,0,0,2,Rock,Steel,1.4,340,3,Sturdy,Magnet Pull,Sand Force,525,60,55,145,75,150,40,60,70,184,Medium Fast,1,Mineral,,50,20,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
477,Dusknoir,4,Normal,Gripper Pokémon,0,0,0,0,0,0,0,1,Ghost,,2.2,106.6,2,Pressure,,Frisk,525,45,100,135,65,135,45,45,35,236,Fast,1,Amorphous,,50,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
478,Froslass,4,Normal,Snow Land Pokémon,0,0,0,0,0,0,0,2,Ice,Ghost,1.3,26.6,2,Snow Cloak,,Cursed Body,480,70,80,70,80,70,110,75,70,168,Medium Fast,2,Fairy,Mineral,0,20,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1
479,Rotom,4,Normal,Plasma Pokémon,0,0,0,0,0,1,0,2,Electric,Ghost,0.3,0.3,1,Levitate,,,440,50,50,77,95,77,91,45,70,154,Medium Fast,1,Amorphous,,,20,0,1,1,0.5,1,1,0,0.5,0,0.5,1,0.5,1,2,1,2,0.5,1
479,Heat Rotom,4,Normal,Plasma Pokémon,0,0,0,0,0,1,1,2,Electric,Fire,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,0.5,2,0.5,0.5,0.5,1,1,0,0.5,1,0.5,2,1,1,1,0.25,0.5
479,Wash Rotom,4,Normal,Plasma Pokémon,0,0,0,0,0,1,1,2,Electric,Water,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,0.5,0.5,1,2,0.5,1,1,0,0.5,1,1,1,1,1,1,0.25,1
479,Frost Rotom,4,Normal,Plasma Pokémon,0,0,0,0,0,1,1,2,Electric,Ice,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,2,1,0.5,1,0.5,2,1,0,0.5,1,1,2,1,1,1,1,1
479,Fan Rotom,4,Normal,Plasma Pokémon,0,0,0,0,0,1,1,2,Electric,Flying,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
479,Mow Rotom,4,Normal,Plasma Pokémon,0,0,0,0,0,1,1,2,Electric,Grass,0.3,0.3,1,Levitate,,,520,50,65,107,105,107,86,45,70,182,Medium Fast,1,Amorphous,,,20,1,2,0.5,0.25,0.5,2,1,2,0,1,1,2,1,1,1,1,0.5,1
480,Uxie,4,Sub Legendary,Knowledge Pokémon,0,0,0,0,0,0,0,1,Psychic,,0.3,0.3,1,Levitate,,,580,75,75,130,75,130,95,3,140,261,Slow,1,Undiscovered,,,80,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
481,Mesprit,4,Sub Legendary,Emotion Pokémon,0,0,0,0,0,0,0,1,Psychic,,0.3,0.3,1,Levitate,,,580,80,105,105,105,105,80,3,140,261,Slow,1,Undiscovered,,,80,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
482,Azelf,4,Sub Legendary,Willpower Pokémon,0,0,0,0,0,0,0,1,Psychic,,0.3,0.3,1,Levitate,,,580,75,125,70,125,70,115,3,140,261,Slow,1,Undiscovered,,,80,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
483,Dialga,4,Legendary,Temporal Pokémon,0,0,0,0,0,1,0,2,Steel,Dragon,5.4,683,2,Pressure,,Telepathy,680,100,120,120,150,100,90,3,0,306,Slow,1,Undiscovered,,,120,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
484,Palkia,4,Legendary,Spatial Pokémon,0,0,0,0,0,1,0,2,Water,Dragon,4.2,336,2,Pressure,,Telepathy,680,90,120,100,150,120,100,3,0,306,Slow,1,Undiscovered,,,120,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
485,Heatran,4,Sub Legendary,Lava Dome Pokémon,0,0,0,0,0,0,0,2,Fire,Steel,1.7,430,2,Flash Fire,,Flame Body,600,91,90,106,130,106,77,3,100,270,Slow,1,Undiscovered,,50,10,0.5,0,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25
486,Regigigas,4,Sub Legendary,Colossal Pokémon,0,0,0,0,0,0,0,1,Normal,,3.7,420,1,Slow Start,,,670,110,160,110,80,110,100,3,0,302,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
487,Giratina Altered Forme,4,Legendary,Renegade Pokémon,0,0,0,0,0,1,0,2,Ghost,Dragon,4.5,750,2,Pressure,,Telepathy,680,150,100,120,100,120,90,3,0,306,Slow,1,Undiscovered,,,120,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
487,Giratina Origin Forme,4,Legendary,Renegade Pokémon,0,0,0,0,0,1,1,2,Ghost,Dragon,6.9,650,1,Levitate,,,680,150,120,100,120,100,90,3,0,306,Slow,1,Undiscovered,,,120,0,0.5,0.5,0.5,0.5,2,0,0.5,0,1,1,0.5,1,2,2,2,1,2
488,Cresselia,4,Sub Legendary,Lunar Pokémon,0,0,0,0,0,0,0,1,Psychic,,1.5,85.6,1,Levitate,,,600,120,70,120,75,130,85,3,100,270,Slow,1,Undiscovered,,0,120,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
489,Phione,4,Mythical,Sea Drifter Pokémon,0,0,0,0,0,0,0,1,Water,,0.4,3.1,1,Hydration,,,480,80,80,80,80,80,80,30,70,216,Slow,2,Fairy,Water 1,,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
490,Manaphy,4,Mythical,Seafaring Pokémon,0,0,0,0,0,0,0,1,Water,,0.3,1.4,1,Hydration,,,600,100,100,100,100,100,100,3,70,270,Slow,2,Fairy,Water 1,,10,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
491,Darkrai,4,Mythical,Pitch-Black Pokémon,0,0,0,0,0,0,0,1,Dark,,1.5,50.5,1,Bad Dreams,,,600,70,90,90,135,90,125,3,0,270,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
492,Shaymin Land Forme,4,Mythical,Gratitude Pokémon,0,0,0,0,0,1,0,1,Grass,,0.2,2.1,1,Natural Cure,,,600,100,100,100,100,100,100,45,100,270,Medium Slow,1,Undiscovered,,,120,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
492,Shaymin Sky Forme,4,Mythical,Gratitude Pokémon,0,0,0,0,0,1,1,2,Grass,Flying,0.4,5.2,1,Serene Grace,,,600,100,103,75,120,75,127,45,100,270,Medium Slow,1,Undiscovered,,,120,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
493,Arceus,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,0,1,Normal,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
493,Arceus Fighting Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Fighting,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
493,Arceus Flying Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Flying,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1
493,Arceus Poison Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Poison,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
493,Arceus Ground Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Ground,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
493,Arceus Rock Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Rock,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
493,Arceus Bug Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Bug,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
493,Arceus Ghost Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Ghost,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
493,Arceus Steel Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Steel,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
493,Arceus Fire Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Fire,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
493,Arceus Water Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Water,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
493,Arceus Grass Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Grass,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
493,Arceus Electric Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Electric,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
493,Arceus Psychic Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Psychic,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
493,Arceus Ice Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Ice,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
493,Arceus Dragon Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Dragon,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
493,Arceus Dark Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Dark,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
493,Arceus Fairy Forme,4,Mythical,Alpha Pokémon,0,0,0,0,0,1,1,1,Fairy,,3.2,320,1,Multitype,,,720,120,120,120,120,120,120,3,0,324,Slow,1,Undiscovered,,,120,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
494,Victini,5,Mythical,Victory Pokémon,0,0,0,0,0,0,0,2,Psychic,Fire,0.4,4,1,Victory Star,,,600,100,100,100,100,100,100,3,100,270,Slow,1,Undiscovered,,,120,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
495,Snivy,5,Normal,Grass Snake Pokémon,0,0,0,0,0,0,0,1,Grass,,0.6,8.1,2,Overgrow,,Contrary,308,45,45,55,45,55,63,45,70,62,Medium Slow,2,Field,Grass,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
496,Servine,5,Normal,Grass Snake Pokémon,0,0,0,0,0,0,0,1,Grass,,0.8,16,2,Overgrow,,Contrary,413,60,60,75,60,75,83,45,70,145,Medium Slow,2,Field,Grass,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
497,Serperior,5,Normal,Regal Pokémon,0,0,0,0,0,0,0,1,Grass,,3.3,63,2,Overgrow,,Contrary,528,75,75,95,75,95,113,45,70,238,Medium Slow,2,Field,Grass,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
498,Tepig,5,Normal,Fire Pig Pokémon,0,0,0,0,0,0,0,1,Fire,,0.5,9.9,2,Blaze,,Thick Fat,308,65,63,45,45,45,45,45,70,62,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
499,Pignite,5,Normal,Fire Pig Pokémon,0,0,0,0,0,0,0,2,Fire,Fighting,1,55.5,2,Blaze,,Thick Fat,418,90,93,55,70,55,55,45,70,146,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
500,Emboar,5,Normal,Mega Fire Pig Pokémon,0,0,0,0,0,0,0,2,Fire,Fighting,1.6,150,2,Blaze,,Reckless,528,110,123,65,100,65,65,45,70,238,Medium Slow,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
501,Oshawott,5,Normal,Sea Otter Pokémon,0,0,0,0,0,0,0,1,Water,,0.5,5.9,2,Torrent,,Shell Armor,308,55,55,45,63,45,45,45,70,62,Medium Slow,1,Field,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
502,Dewott,5,Normal,Discipline Pokémon,0,0,0,0,0,0,0,1,Water,,0.8,24.5,2,Torrent,,Shell Armor,413,75,75,60,83,60,60,45,70,145,Medium Slow,1,Field,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
503,Samurott,5,Normal,Formidable Pokémon,0,0,0,0,0,1,0,1,Water,,1.5,94.6,2,Torrent,,Shell Armor,528,95,100,85,108,70,70,45,70,238,Medium Slow,1,Field,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
503,Hisuian Samurott,8,Normal,Formidable Pokémon,1,0,0,0,0,1,1,2,Water,Dark,1.5,58.2,2,Torrent,,Shell Armor,528,90,108,80,100,65,85,45,70,238,Medium Slow,1,Field,,87.5,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
504,Patrat,5,Normal,Scout Pokémon,0,0,0,0,0,0,0,1,Normal,,0.5,11.6,3,Run Away,Keen Eye,Analytic,255,45,55,39,35,39,42,255,70,51,Medium Fast,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
505,Watchog,5,Normal,Lookout Pokémon,0,0,0,0,0,0,0,1,Normal,,1.1,27,3,Illuminate,Keen Eye,Analytic,420,60,85,69,60,69,77,255,70,147,Medium Fast,1,Field,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
506,Lillipup,5,Normal,Puppy Pokémon,0,0,0,0,0,0,0,1,Normal,,0.4,4.1,3,Vital Spirit,Pickup,Run Away,275,45,60,45,25,45,55,255,70,55,Medium Slow,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
507,Herdier,5,Normal,Loyal Dog Pokémon,0,0,0,0,0,0,0,1,Normal,,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,370,65,80,65,35,65,60,120,70,130,Medium Slow,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
508,Stoutland,5,Normal,Big-Hearted Pokémon,0,0,0,0,0,0,0,1,Normal,,1.2,61,3,Intimidate,Sand Rush,Scrappy,500,85,110,90,45,90,80,45,70,225,Medium Slow,1,Field,,50,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
509,Purrloin,5,Normal,Devious Pokémon,0,0,0,0,0,0,0,1,Dark,,0.4,10.1,3,Limber,Unburden,Prankster,281,41,50,37,50,37,66,255,70,56,Medium Fast,1,Field,,50,20,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
510,Liepard,5,Normal,Cruel Pokémon,0,0,0,0,0,0,0,1,Dark,,1.1,37.5,3,Limber,Unburden,Prankster,446,64,88,50,88,50,106,90,70,156,Medium Fast,1,Field,,50,20,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
511,Pansage,5,Normal,Grass Monkey Pokémon,0,0,0,0,0,0,0,1,Grass,,0.6,10.5,2,Gluttony,,Overgrow,316,50,53,48,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
512,Simisage,5,Normal,Thorn Monkey Pokémon,0,0,0,0,0,0,0,1,Grass,,1.1,30.5,2,Gluttony,,Overgrow,498,75,98,63,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
513,Pansear,5,Normal,High Temp Pokémon,0,0,0,0,0,0,0,1,Fire,,0.6,11,2,Gluttony,,Blaze,316,50,53,48,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
514,Simisear,5,Normal,Ember Pokémon,0,0,0,0,0,0,0,1,Fire,,1,28,2,Gluttony,,Blaze,498,75,98,63,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
515,Panpour,5,Normal,Spray Pokémon,0,0,0,0,0,0,0,1,Water,,0.6,13.5,2,Gluttony,,Torrent,316,50,53,48,53,48,64,190,70,63,Medium Fast,1,Field,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
516,Simipour,5,Normal,Geyser Pokémon,0,0,0,0,0,0,0,1,Water,,1,29,2,Gluttony,,Torrent,498,75,98,63,98,63,101,75,70,174,Medium Fast,1,Field,,87.5,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
517,Munna,5,Normal,Dream Eater Pokémon,0,0,0,0,0,0,0,1,Psychic,,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292,76,25,45,67,55,24,190,70,58,Fast,1,Field,,50,10,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
518,Musharna,5,Normal,Drowsing Pokémon,0,0,0,0,0,0,0,1,Psychic,,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487,116,55,85,107,95,29,75,70,170,Fast,1,Field,,50,10,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
519,Pidove,5,Normal,Tiny Pigeon Pokémon,0,0,0,0,0,0,0,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264,50,55,50,36,30,43,255,70,53,Medium Slow,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
520,Tranquill,5,Normal,Wild Pigeon Pokémon,0,0,0,0,0,0,0,2,Normal,Flying,0.6,15,3,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,120,70,125,Medium Slow,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
521,Unfezant,5,Normal,Proud Pokémon,0,0,0,0,0,0,0,2,Normal,Flying,1.2,29,3,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,45,70,220,Medium Slow,1,Flying,,50,15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
522,Blitzle,5,Normal,Electrified Pokémon,0,0,0,0,0,0,0,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,190,70,59,Medium Fast,1,Field,,50,20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
523,Zebstrika,5,Normal,Thunderbolt Pokémon,0,0,0,0,0,0,0,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,75,70,174,Medium Fast,1,Field,,50,20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
524,Roggenrola,5,Normal,Mantle Pokémon,0,0,0,0,0,0,0,1,Rock,,0.4,18,3,Sturdy,Weak Armor,Sand Force,280,55,75,85,25,25,15,255,70,56,Medium Slow,1,Mineral,,50,15,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
